img_id,m_0_0,m_0_1,m_1_1,lamda_max,lamda_min,min_intensity,max_intensity,mean,standard_deviation,lamda_max_min_diff,answer
20150916T151022.305716_right_3_54_35.jpg,6559.58,4980.94,295.192,6612.97,4927.55,65.4684,250.699,132.163,48.1361,1685.42,1
20150916T151023.346577_right_12_57_31.jpg,2457.22,5950.17,181.887,5959.61,2447.78,43.4353,238.115,132.134,52.1309,3511.83,1
20150916T151026.451457_left_28_52_35.jpg,7014.96,8686.72,355.734,8759.27,6942.42,51.3729,252.766,130.687,67.998,1816.85,1
20150916T151026.139450_right_12_51_36.jpg,5680.48,8096.13,187.422,8110.59,5666.02,51.4305,252.061,138.865,62.7326,2444.57,1
20150916T151027.555014_right_3_49_29.jpg,7386.23,8738.81,-726.929,9055.39,7069.65,44.6679,248.91,137.201,62.2055,1985.74,1
20150916T151028.435618_left_12_64_43.jpg,3134.5,7480.74,150.365,7485.94,3129.31,88.3206,253.042,176.45,50.205,4356.63,1
20150916T151022.974987_right_3_66_40.jpg,6568.72,11127.4,-305.73,11147.9,6548.3,50.1726,251.134,142.332,56.051,4599.6,1
20150916T151026.139450_left_12_52_37.jpg,4295.23,11985.4,1083.26,12135.1,4145.55,50.4629,253.141,136.055,72.9982,7989.55,1
20150916T151022.629995_left_12_55_39.jpg,6689.41,8827.89,1159.24,9335.71,6181.59,67.8026,251.444,134.499,56.5969,3154.12,1
20150916T151037.437838_left_12_70_26.jpg,5440.37,2145.22,-160.496,5448.17,2137.43,82.3184,253.565,212.724,45.3407,3310.74,1
20150916T151025.085992_left_12_55_38.jpg,8405.33,9819.52,57.476,9821.85,8403,52.1207,251.984,140.964,62.4455,1418.85,1
20150916T151027.866000_right_3_75_31.jpg,8330.57,6110.2,440.376,8414.73,6026.05,39.4604,253.331,165.359,69.9378,2388.68,1
20150916T151023.620874_right_3_66_40.jpg,6158.61,11424,-358.221,11448.2,6134.35,49.4604,251.526,143.438,56.2397,5313.85,1
20150916T151024.358708_left_28_77_37.jpg,13597,11175.9,-301.244,13633.9,11139,36.1223,251.909,130.924,72.2651,2494.9,1
20150916T151023.620874_right_12_74_41.jpg,12138,9409.82,38.8951,12138.6,9409.27,46.9846,252.156,131.529,66.1069,2729.33,1
20150916T151026.451457_right_12_50_34.jpg,6817.29,7835.41,-38.7931,7836.89,6815.82,48.542,253.151,133.897,61.2306,1021.07,1
20150916T151024.358708_right_12_54_39.jpg,8934,9795.5,779.265,10255.1,8474.35,61.037,251.223,147.896,59.4071,1780.75,1
20150916T151027.555014_right_12_49_32.jpg,6374.88,8966.77,-331.076,9008.39,6333.26,44.4977,252.444,140.446,67.4062,2675.13,1
20150916T151022.974987_right_12_54_39.jpg,7097.33,10621.5,1596.71,11237.4,6481.52,65.0136,250.612,148.188,61.5791,4755.88,1
20150916T151022.305716_left_28_76_38.jpg,11451.7,14866.5,110.807,14870.1,11448.1,38.1079,252.806,138.909,72.333,3422.0,1
20150916T151024.358708_left_12_55_39.jpg,8531.56,9163.08,1245,10131.7,7562.9,64.1175,251.657,136.639,57.5518,2568.8,1
20150916T151023.620874_left_12_55_39.jpg,4787.19,7597.68,927.644,7876.25,4508.62,58.2734,251.658,132.614,55.8713,3367.63,1
20150916T151037.437838_left_3_10_26.jpg,4382.73,4654.9,236.112,4791.34,4246.3,36.9367,253.146,177.084,73.5974,545.04,1
20150916T151031.067104_right_12_59_31.jpg,1253.5,4647.99,495.39,4718.81,1182.68,62.2158,239.577,107.663,37.8082,3536.13,1
20150916T151022.629995_left_28_76_38.jpg,11429.3,14848.9,121.921,14853.2,11425,38.4245,253.024,139.009,72.3372,3428.2,1
20150916T151037.437838_right_12_67_27.jpg,4236.82,1533.81,-27.3552,4237.1,1533.54,102.597,253.272,219.662,36.8936,2703.56,1
20150916T151022.305716_left_28_76_37.jpg,12839,10714.7,-103.18,12844,10709.7,37.8168,252.801,131.767,70.8037,2134.3,1
20150916T151027.555014_right_12_49_31.jpg,5676.98,8959.4,-336.694,8993.58,5642.79,44.6088,252.192,139.366,67.1848,3350.79,1
20150916T151023.346577_right_12_54_35.jpg,7780.7,4895.6,723.767,7952.09,4724.21,63.4477,251.066,130.264,48.4746,3227.88,1
20150916T151022.060481_right_3_66_40.jpg,6615.33,11163.6,-322.415,11186.3,6592.58,50.0132,250.941,142.171,56.161,4593.72,1
20150916T151027.555014_left_12_52_29.jpg,6071.91,6341.81,-418.367,6646.45,5767.26,49.9875,253.297,147.043,67.9739,879.19,1
20150916T151028.435618_right_12_60_30.jpg,5411.6,5588.34,-0.559223,5588.34,5411.59,58.8314,253.275,157.045,64.7618,176.75,1
20150916T151022.305716_right_12_58_32.jpg,3324.83,8240.88,176.078,8247.17,3318.53,61.7844,237.888,140.856,37.9596,4928.64,1
20150916T151026.451457_left_28_87_28.jpg,9842.26,7110.22,152.505,9850.75,7101.74,23.7884,253.185,134.795,83.3232,2749.01,1
20150916T151038.865165_right_3_80_36.jpg,6178.88,6809.79,17.0978,6810.25,6178.42,65.0109,252.655,194.934,58.0851,631.83,1
20150916T151026.451457_right_12_50_36.jpg,6917.11,10092.9,-347.746,10130.5,6879.48,49.462,252.941,147.377,67.1262,3251.02,1
20150916T151022.305716_right_12_54_35.jpg,7800.74,4926.44,728.259,7974.73,4752.45,63.3298,250.633,130.187,48.4628,3222.28,1
20150916T151028.435618_right_3_91_25.jpg,4593.26,5407.11,543.742,5679.33,4321.04,36.4459,253.336,181.881,71.4134,1358.29,1
20150916T151026.139450_right_28_82_31.jpg,10577.3,8004.34,-161.57,10587.4,7994.23,33.8758,253.146,167.077,80.1832,2593.17,1
20150916T151022.060481_right_12_54_39.jpg,7061.74,10647.8,1585.92,11248.5,6461.01,64.7978,251.037,148.202,61.4691,4787.49,1
20150916T151029.634618_left_12_45_31.jpg,1678.11,4825.41,-301.129,4853.96,1649.56,45.9682,251.147,101.634,52.6113,3204.4,1
20150916T151023.620874_left_28_76_38.jpg,11900.2,14767.5,3.82135,14767.5,11900.2,38.5398,252.48,138.093,72.1623,2867.3,1
20150916T151023.346577_right_3_54_35.jpg,6533.66,4954.06,284.971,6583.5,4904.22,65.9865,251.379,132.245,48.1031,1679.28,1
20150916T151024.358708_right_28_75_37.jpg,12428,10058.7,638.034,12588.9,9897.78,46.0028,253.115,150.602,70.5872,2691.12,1
20150916T151022.060481_right_12_54_35.jpg,7783.72,4886.05,722.617,7953.93,4715.84,63.5186,250.858,130.232,48.4287,3238.09,1
20150916T151024.688583_left_28_77_36.jpg,12926.9,10872.2,-315.04,12974.2,10824.9,35.3718,252.465,129.741,72.8473,2149.3,1
20150916T151024.010245_left_12_55_39.jpg,8152.56,9099.71,842.785,9592.86,7659.41,67.1985,251.538,144.458,55.6397,1933.45,1
20150916T151037.437838_right_12_67_26.jpg,4964.94,1497.68,-31.3924,4965.22,1497.39,102.706,253.321,217.243,38.1179,3467.83,1
20150916T151037.437838_left_12_70_28.jpg,5834.75,2581.39,-140.835,5840.84,2575.31,81.7322,253.471,214.191,45.6026,3265.53,1
20150916T151025.085992_left_3_68_40.jpg,14652.3,10818.8,817.344,14819.3,10651.8,38.5927,251.648,127.008,66.7478,4167.5,1
20150916T151026.451457_right_28_84_29.jpg,9338.6,7266.47,464.234,9437.85,7167.22,31.6762,253.045,156.491,79.318,2270.63,1
20150916T151027.866000_right_12_61_35.jpg,933.144,4166.85,-26.0263,4167.06,932.934,54.0872,236.036,118.941,40.4384,3234.126,1
20150916T151027.555014_left_12_51_34.jpg,2981.93,3751.43,-19.1418,3751.9,2981.46,53.5192,252.721,107.312,52.4574,770.44,1
20150916T151024.688583_right_12_58_33.jpg,4283.92,5909.71,-622.486,6120.67,4072.95,72.0097,225.595,128.9,36.2393,2047.72,1
20150916T151023.346577_left_28_76_38.jpg,11451,14895.7,125.038,14900.3,11446.5,37.9223,252.706,139.012,72.4212,3453.8,1
20150916T151022.305716_right_3_66_40.jpg,6505.98,11141.3,-313.912,11162.5,6484.82,49.7501,251.218,142.404,56.1063,4677.68,1
20150916T151036.554276_right_12_91_35.jpg,1130.53,10599.1,46.5172,10599.4,1130.3,77.3657,248.97,164.102,45.0259,9469.1,1
20150916T151026.139450_left_12_52_36.jpg,7153.46,9196.66,1175.91,9732.76,6617.36,50.5533,253.048,122.617,65.6172,3115.4,1
20150916T151023.346577_right_12_41_29.jpg,1935.32,3404.37,305.398,3465.33,1874.37,25.0569,197.77,92.9364,43.4243,1590.96,1
20150916T151023.346577_right_3_66_40.jpg,6475.3,11193.8,-325.904,11216.2,6452.89,49.6508,251.273,142.612,56.0118,4763.31,1
20150916T151027.866000_right_12_52_30.jpg,8405.46,6720.92,613.58,8605.25,6521.13,46.4307,253.246,148.235,62.3428,2084.12,1
20150916T151026.451457_left_3_69_36.jpg,9223.76,7977.04,41.0747,9225.11,7975.69,41.2609,251.66,145.073,63.1096,1249.42,1
20150916T151024.358708_right_28_75_41.jpg,11970.8,9352.8,-24.0085,11971,9352.58,43.1768,252.879,128.048,66.1637,2618.42,1
20150916T151022.974987_right_12_57_31.jpg,2433.99,5959.36,196.655,5970.3,2423.06,42.4673,237.752,132.007,51.9935,3547.24,1
20150916T151023.620874_left_28_76_37.jpg,12976.4,10623.4,-171.179,12988.8,10611.1,38.5322,252.583,128.515,71.0566,2377.7,1
20150916T151027.267104_right_28_92_22.jpg,4830.76,5799.73,-322.509,5897.26,4733.23,23.5909,253.132,152.616,83.2357,1164.03,1
20150916T151027.555014_right_3_71_33.jpg,9983.26,7144.6,478.952,10061.9,7065.97,45.5926,253.324,158.59,69.2065,2995.93,1
20150916T151028.769482_left_12_70_43.jpg,4377.7,8121.06,-29.6591,8121.3,4377.47,81.5064,252.471,153.785,52.0592,3743.83,1
20150916T151022.060481_left_28_76_37.jpg,12796.8,10694.9,-95.5976,12801.1,10690.6,38.4843,252.811,131.859,70.7714,2110.5,1
20150916T151026.139450_left_3_69_37.jpg,11036.3,8122.27,35.9641,11036.8,8121.82,39.3773,251.91,139,62.7159,2914.98,1
20150916T151027.866000_left_3_80_30.jpg,7832.32,7024.74,345.787,7960.14,6896.91,34.7844,252.901,165.096,69.2089,1063.23,1
20150916T151023.346577_right_12_54_39.jpg,7084.62,10712.3,1588.16,11309.3,6487.59,65.5297,251.408,148.438,61.5662,4821.71,1
20150916T151022.974987_right_28_74_37.jpg,10970.2,8859.87,154.527,10981.4,8848.62,47.0073,252.192,154.198,69.5113,2132.78,1
20150916T151036.927689_right_12_73_22.jpg,4606.56,1695.57,-93.2058,4609.54,1692.59,76.9969,253.386,210.259,47.7652,2916.95,1
20150916T151027.555014_right_3_50_30.jpg,12544.8,6583.68,426.588,12575.2,6553.31,46.6571,249.934,144.746,54.2788,6021.89,1
20150916T151023.620874_right_12_54_39.jpg,4582.59,8324.08,1041.22,8594.33,4312.34,59.4393,251.202,136.991,60.9331,4281.99,1
20150916T151022.305716_right_12_74_41.jpg,12111.2,9571.03,104.664,12115.5,9566.72,47.9411,252.061,133.331,66.8439,2548.78,1
20150916T151027.555014_left_3_52_30.jpg,5816.59,8517.4,-658.548,8669.42,5664.57,48.9597,250.104,144.104,65.2891,3004.85,1
20150916T151037.437838_left_12_70_27.jpg,5715.66,2277.71,-165.083,5723.57,2269.8,82.3552,253.332,215.123,44.141,3453.77,1
20150916T151024.688583_right_12_53_39.jpg,8715.79,8574.88,1058.35,9706.03,7584.64,62.4471,251.773,125.9,57.2817,2121.39,1
20150916T151037.437838_right_3_96_28.jpg,5546.69,4711.63,214.453,5598.55,4659.77,40.1437,253,180.932,71.7936,938.78,1
20150916T151027.267104_right_12_47_33.jpg,7935.66,8561.99,-114.645,8582.31,7915.33,43.9342,252.593,140.866,67.3125,666.98,1
